Date,Max_Temp_C,Grid_Load_MW
2023-11-06,30.16,1544.14
2023-11-07,34.63,1781.27
2023-11-08,26.27,1275.43
2023-11-09,31.37,1497.54
2023-11-10,26.77,1413.8
2023-11-11,29.06,1436.67
2023-11-12,32.18,1596.35
2023-11-13,30.13,1572.84
2023-11-14,27.84,1420.04
2023-11-15,28.57,1451.26
2023-11-16,31.36,1676.21
2023-11-17,28.54,1394.79
2023-11-18,30.43,1568.04
2023-11-19,30.09,1507.41
2023-11-20,28.7,1448.27
2023-11-21,34.29,1790.82
2023-11-22,31.27,1588.78
2023-11-23,25.95,1324.4
2023-11-24,30.37,1572.27
2023-11-25,28.68,1415.57
2023-11-26,35.45,1543.28
2023-11-27,35.45,1368.51
2023-11-28,29.77,1390.21
2023-11-29,35.45,1653.31
2023-11-30,31.73,1531.42
2023-12-01,32.6,1618.91
2023-12-02,34.33,1702.71
2023-12-03,34.05,1717.88
2023-12-04,33.69,1725.45
2023-12-05,38.53,1969.57
2023-12-06,35.81,1761.34
2023-12-07,32.48,1615.56
2023-12-08,36.84,1855.92
2023-12-09,39.24,1949.78
2023-12-10,37.06,1933.61
2023-12-11,31.96,1622.61
2023-12-12,34.03,1738.32
2023-12-13,35.45,1909.84
2023-12-14,33.58,1737.91
2023-12-15,35.89,1803.43
2023-12-16,36.55,1762.62
2023-12-17,33.15,1677.29
2023-12-18,34.88,1711.48
2023-12-19,28.52,1399.44
2023-12-20,32.95,1676.88
2023-12-21,34.49,1786.66
2023-12-22,32.5,1626.29
2023-12-23,38.26,1928.68
2023-12-24,32.14,1692.1
2023-12-25,34.12,1718.03
2023-12-26,35.26,1893.16
2023-12-27,37.88,1922.4
2023-12-28,32.13,1518.38
2023-12-29,37.33,1903.98
2023-12-30,35.02,1770.08
2023-12-31,33.04,1716.34
2024-01-01,40.92,2079.87
2024-01-02,40.4,2012.98
2024-01-03,38.8,1878.76
2024-01-04,40.14,1996.53
2024-01-05,39.23,1918.94
2024-01-06,40.23,1982.33
2024-01-07,41.32,2095.64
2024-01-08,43.17,2542.1
2024-01-09,37.52,1895.95
2024-01-10,44.27,2453.51
2024-01-11,36.1,1827.02
2024-01-12,39.7,2044.65
2024-01-13,41.18,2028.34
2024-01-14,40.56,2021.4
2024-01-15,38.75,1938.46
2024-01-16,35.45,1939.94
2024-01-17,39.01,1983.11
2024-01-18,38.82,1935.02
2024-01-19,41.7,2105.94
2024-01-20,40.71,1991.33
2024-01-21,38.61,1908.84
2024-01-22,41.8,2126.08
2024-01-23,40.61,2012.09
2024-01-24,41.63,2167.63
2024-01-25,41.26,2042.98
2024-01-26,38.34,1928.33
2024-01-27,38.88,1990.61
2024-01-28,41.49,2003.81
2024-01-29,41.22,1973.0
2024-01-30,39.96,1921.63
2024-01-31,40.23,2074.86
2024-02-01,46.22,2583.19
2024-02-02,42.48,2551.77
2024-02-03,44.75,2509.51
2024-02-04,43.26,2472.02
2024-02-05,43.22,2538.35
2024-02-06,45.86,2693.2
2024-02-07,45.31,2668.63
2024-02-08,45.29,2624.78
2024-02-09,46.27,2664.76
2024-02-10,43.7,2514.74
2024-02-11,45.02,2590.13
2024-02-12,43.04,2424.43
2024-02-13,44.31,2474.52
2024-02-14,43.4,2469.83
2024-02-15,43.85,2484.2
2024-02-16,44.85,2519.87
2024-02-17,42.02,2436.01
2024-02-18,47.85,2740.02
2024-02-19,41.65,2086.83
2024-02-20,41.23,2135.47
2024-02-21,45.98,2541.74
2024-02-22,45.24,2552.5
2024-02-23,44.91,2509.58
2024-02-24,44.92,2452.52
2024-02-25,43.64,2477.65
2024-02-26,41.87,2087.2
2024-02-27,43.81,2566.27
2024-02-28,42.31,2446.84
2024-02-29,45.61,2529.32
2024-03-01,44.71,2628.0
2024-03-02,43.35,2528.5
2024-03-03,44.36,2546.97
2024-03-04,45.83,2579.97
2024-03-05,43.87,2445.66
2024-03-06,43.36,2449.17
2024-03-07,35.45,2628.81
2024-03-08,45.49,2668.73
2024-03-09,43.99,2576.47
2024-03-10,44.06,2478.45
2024-03-11,45.46,2517.22
2024-03-12,42.1,2412.24
2024-03-13,42.19,2320.83
2024-03-14,43.56,2494.31
2024-03-15,44.57,2521.28
2024-03-16,45.62,2557.79
2024-03-17,47.95,2617.8
2024-03-18,46.72,2661.45
2024-03-19,44.68,2507.37
2024-03-20,44.96,2489.6
2024-03-21,42.99,2306.13
2024-03-22,44.96,2546.77
2024-03-23,44.42,2609.75
2024-03-24,45.65,2665.33
2024-03-25,43.35,2444.42
2024-03-26,46.04,2571.82
2024-03-27,48.07,2726.71
2024-03-28,44.78,2489.2
2024-03-29,45.8,2605.26
2024-03-30,46.38,2657.32
2024-03-31,44.2,2571.22
2024-04-01,44.11,2500.41
2024-04-02,43.69,2474.09
2024-04-03,43.86,2448.88
2024-04-04,42.11,2364.37
2024-04-05,43.71,2474.14
2024-04-06,44.66,2551.18
2024-04-07,46.56,2673.81
2024-04-08,45.58,2538.78
2024-04-09,47.97,2772.97
2024-04-10,42.13,2392.72
2024-04-11,45.4,2569.18
2024-04-12,44.03,2463.99
2024-04-13,48.04,2580.78
2024-04-14,42.04,2446.39
2024-04-15,41.98,2135.88
2024-04-16,42.46,2409.01
2024-04-17,39.41,1973.97
2024-04-18,42.61,2456.23
2024-04-19,42.14,2328.97
2024-04-20,43.96,2471.6
2024-04-21,44.34,2556.9
2024-04-22,47.41,2607.92
2024-04-23,45.56,2592.73
2024-04-24,42.51,2357.49
2024-04-25,41.86,2116.49
2024-04-26,44.64,2530.42
2024-04-27,41.02,1970.23
2024-04-28,47.32,2724.4
2024-04-29,46.02,2564.23
2024-04-30,42.72,2395.58
2024-05-01,36.57,1838.72
2024-05-02,42.71,2492.82
2024-05-03,39.77,1937.75
2024-05-04,42.48,2426.87
2024-05-05,36.81,1862.0
2024-05-06,38.8,1974.72
2024-05-07,40.01,2009.35
2024-05-08,40.09,1986.35
2024-05-09,39.1,1913.61
2024-05-10,41.25,2066.59
2024-05-11,37.86,1839.63
2024-05-12,39.72,1839.69
2024-05-13,40.24,2033.86
2024-05-14,41.03,2096.64
2024-05-15,41.42,1953.01
2024-05-16,37.75,1837.05
2024-05-17,36.93,1877.55
2024-05-18,42.56,2530.64
2024-05-19,40.66,2034.27
2024-05-20,38.5,1888.75
2024-05-21,43.1,2445.97
2024-05-22,40.23,2080.31
2024-05-23,42.36,2385.63
2024-05-24,40.14,1966.79
2024-05-25,44.12,2481.94
2024-05-26,43.51,2427.87
2024-05-27,39.5,1981.24
2024-05-28,41.94,2178.39
2024-05-29,41.29,2080.69
2024-05-30,42.74,2424.25
2024-05-31,38.07,1888.92
2024-06-01,36.37,1740.45
2024-06-02,37.12,1900.0
2024-06-03,31.48,1570.23
2024-06-04,32.63,1622.65
2024-06-05,30.92,1705.73
2024-06-06,34.46,1738.0
2024-06-07,36.44,1784.16
2024-06-08,38.0,1878.92
2024-06-09,35.15,1814.83
2024-06-10,38.26,1918.53
2024-06-11,32.24,1540.08
2024-06-12,31.59,1625.62
2024-06-13,34.89,1711.04
2024-06-14,35.77,1882.07
2024-06-15,34.93,1800.73
2024-06-16,30.87,1520.89
2024-06-17,34.82,1805.14
2024-06-18,32.39,1622.95
2024-06-19,36.34,1859.61
2024-06-20,35.45,1810.9
2024-06-21,33.12,1613.69
2024-06-22,33.97,1666.44
2024-06-23,32.88,1695.58
2024-06-24,34.87,1726.99
2024-06-25,36.91,1825.33
2024-06-26,33.03,1603.67
2024-06-27,35.45,1821.58
2024-06-28,33.94,1800.1
2024-06-29,33.41,1617.34
2024-06-30,34.79,1740.51
2024-07-01,27.93,1467.09
2024-07-02,28.89,1440.65
2024-07-03,27.6,1402.83
2024-07-04,35.45,1643.35
2024-07-05,30.07,1524.94
2024-07-06,28.6,1420.67
2024-07-07,30.43,1570.68
2024-07-08,29.78,1548.14
2024-07-09,35.45,1607.38
2024-07-10,31.23,1590.4
2024-07-11,31.52,1592.04
2024-07-12,28.94,1456.67
2024-07-13,28.85,1424.76
2024-07-14,29.45,1489.42
2024-07-15,35.45,1255.04
2024-07-16,26.97,1356.9
2024-07-17,35.45,1702.57
2024-07-18,33.29,1614.17
2024-07-19,29.5,1532.09
2024-07-20,31.15,1623.51
2024-07-21,30.62,1525.22
2024-07-22,36.16,1701.8
2024-07-23,32.24,1581.57
2024-07-24,29.74,1552.06
2024-07-25,28.09,1403.3
2024-07-26,26.79,1289.39
2024-07-27,35.45,1495.11
2024-07-28,28.49,1466.4
2024-07-29,27.16,1385.11
2024-07-30,28.71,1423.4
2024-07-31,35.45,1373.5
2024-08-01,29.71,1466.11
2024-08-02,28.1,1359.03
2024-08-03,26.32,1396.96
2024-08-04,29.3,1448.87
2024-08-05,26.49,1385.58
2024-08-06,24.62,1306.92
2024-08-07,29.39,1519.22
2024-08-08,27.42,1349.3
2024-08-09,24.27,1233.45
2024-08-10,25.96,1296.74
2024-08-11,24.59,1184.24
2024-08-12,23.57,1194.93
2024-08-13,28.19,1350.65
2024-08-14,30.16,1567.31
2024-08-15,23.54,1153.9
2024-08-16,27.47,1383.34
2024-08-17,25.04,1266.09
2024-08-18,25.37,1255.33
2024-08-19,25.15,1287.08
2024-08-20,24.61,1206.84
2024-08-21,26.44,1365.4
2024-08-22,24.68,1166.59
2024-08-23,26.88,1350.35
2024-08-24,26.24,1408.91
2024-08-25,25.86,1243.08
2024-08-26,24.52,1192.34
2024-08-27,25.19,1285.01
2024-08-28,27.85,1401.51
2024-08-29,27.34,1384.61
2024-08-30,24.38,1243.69
2024-08-31,26.54,1358.66
2024-09-01,26.5,1380.62
2024-09-02,21.66,1103.55
2024-09-03,26.09,1292.27
2024-09-04,23.67,1217.37
2024-09-05,26.14,1402.05
2024-09-06,23.47,1167.04
2024-09-07,35.45,1020.79
2024-09-08,21.74,1142.6
2024-09-09,25.1,1248.79
2024-09-10,25.52,1167.34
2024-09-11,23.19,1201.94
2024-09-12,26.28,1287.09
2024-09-13,21.68,1079.32
2024-09-14,24.87,1259.99
2024-09-15,22.58,1138.42
2024-09-16,23.7,1220.29
2024-09-17,25.09,1232.97
2024-09-18,23.28,1189.61
2024-09-19,24.23,1198.57
2024-09-20,27.01,1387.57
2024-09-21,23.85,1223.08
2024-09-22,26.67,1286.8
2024-09-23,22.74,1191.33
2024-09-24,35.45,1276.18
2024-09-25,27.88,1434.56
2024-09-26,20.06,1021.2
2024-09-27,23.41,1262.22
2024-09-28,26.15,1296.53
2024-09-29,24.59,1212.23
2024-09-30,25.74,1286.14
2024-10-01,25.13,1241.43
2024-10-02,26.51,1365.64
2024-10-03,26.03,1220.6
2024-10-04,28.68,1381.08
2024-10-05,26.85,1289.04
2024-10-06,27.01,1398.26
2024-10-07,25.52,1361.33
2024-10-08,25.36,1263.0
2024-10-09,25.47,1265.29
2024-10-10,27.13,1359.94
2024-10-11,25.5,1332.98
2024-10-12,26.92,1299.6
2024-10-13,30.49,1536.45
2024-10-14,28.08,1452.86
2024-10-15,25.69,1309.44
2024-10-16,28.74,1446.59
2024-10-17,25.52,1326.23
2024-10-18,22.26,978.01
2024-10-19,24.32,1250.07
2024-10-20,22.6,1097.2
2024-10-21,25.64,1190.3
2024-10-22,26.38,1344.39
2024-10-23,29.69,1553.31
2024-10-24,26.99,1342.81
2024-10-25,25.9,1342.72
2024-10-26,28.0,1480.54
2024-10-27,21.92,1161.62
2024-10-28,26.81,1422.55
2024-10-29,27.88,1431.18
2024-10-30,23.38,1172.9
2024-10-31,28.63,1351.26
2024-11-01,30.68,1521.55
2024-11-02,29.17,1416.31
2024-11-03,31.27,1671.83
2024-11-04,34.54,1718.27
2024-11-05,30.36,1524.35
2024-11-06,30.5,1552.4
2024-11-07,29.08,1456.24
2024-11-08,28.3,1499.77
2024-11-09,31.66,1551.9
2024-11-10,28.29,1424.12
2024-11-11,30.14,1470.03
2024-11-12,29.04,1386.23
2024-11-13,30.96,1517.31
2024-11-14,35.45,1531.51
2024-11-15,32.08,1582.29
2024-11-16,28.98,1414.38
2024-11-17,29.46,1402.7
2024-11-18,28.04,1397.97
2024-11-19,29.11,1380.33
2024-11-20,30.75,1575.73
2024-11-21,35.45,1579.82
2024-11-22,28.16,1334.91
2024-11-23,31.74,1571.5
2024-11-24,32.71,1597.96
2024-11-25,30.83,1557.3
2024-11-26,33.75,1754.7
2024-11-27,28.45,1328.86
2024-11-28,27.51,1381.29
2024-11-29,26.44,1314.12
2024-11-30,32.99,1683.17
2024-12-01,36.31,1826.1
2024-12-02,34.89,1706.84
2024-12-03,35.45,1762.04
2024-12-04,32.75,1597.65
2024-12-05,35.45,2048.38
2024-12-06,35.26,1763.99
2024-12-07,35.22,1856.0
2024-12-08,36.45,1819.54
2024-12-09,35.96,1762.68
2024-12-10,35.45,1696.7
2024-12-11,33.42,1580.8
2024-12-12,35.94,1717.94
2024-12-13,38.76,1951.56
2024-12-14,37.69,1909.98
2024-12-15,38.19,1830.26
2024-12-16,33.98,1743.63
2024-12-17,33.02,1626.89
2024-12-18,35.45,1744.76
2024-12-19,35.11,1836.18
2024-12-20,37.19,1904.26
2024-12-21,31.62,1567.33
2024-12-22,38.06,1858.4
2024-12-23,35.45,1626.61
2024-12-24,34.15,1671.35
2024-12-25,32.98,1638.23
2024-12-26,31.69,1535.16
2024-12-27,35.45,1825.75
2024-12-28,35.15,1761.17
2024-12-29,32.42,1609.76
2024-12-30,32.41,1587.99
2024-12-31,34.33,1724.85
2025-01-01,35.45,2489.0
2025-01-02,39.48,1919.52
2025-01-03,36.99,1920.23
2025-01-04,39.51,1970.5
2025-01-05,39.45,1973.67
2025-01-06,34.61,1765.72
2025-01-07,39.89,2006.23
2025-01-08,39.54,2024.56
2025-01-09,41.39,2083.98
2025-01-10,43.7,2454.27
2025-01-11,42.25,2430.73
2025-01-12,39.46,1915.92
2025-01-13,37.79,1894.78
2025-01-14,45.15,2555.67
2025-01-15,40.12,1995.52
2025-01-16,40.03,1994.97
2025-01-17,39.95,1903.5
2025-01-18,40.4,1992.37
2025-01-19,39.71,1990.21
2025-01-20,38.85,1950.63
2025-01-21,38.91,1893.93
2025-01-22,39.93,2060.01
2025-01-23,38.91,1902.35
2025-01-24,38.57,1977.19
2025-01-25,40.21,2032.0
2025-01-26,39.49,1942.19
2025-01-27,43.01,2539.16
2025-01-28,34.7,1675.22
2025-01-29,42.18,2455.11
2025-01-30,42.49,2474.64
2025-01-31,35.85,1759.13
2025-02-01,42.97,2518.37
2025-02-02,42.92,2433.37
2025-02-03,40.85,2056.7
2025-02-04,42.1,2418.25
2025-02-05,41.44,2065.24
2025-02-06,47.16,2698.78
2025-02-07,45.53,2616.25
2025-02-08,46.2,2522.74
2025-02-09,45.1,2620.4
2025-02-10,41.4,1986.98
2025-02-11,42.61,2482.19
2025-02-12,44.64,2588.29
2025-02-13,41.22,2006.25
2025-02-14,45.09,2533.77
2025-02-15,43.18,2403.69
2025-02-16,42.91,2434.78
2025-02-17,45.08,2538.71
2025-02-18,44.55,2566.42
2025-02-19,42.94,2512.43
2025-02-20,45.98,2668.73
2025-02-21,41.5,2046.8
2025-02-22,44.89,2534.15
2025-02-23,44.85,2458.15
2025-02-24,43.04,2411.76
2025-02-25,44.31,2563.87
2025-02-26,41.16,2138.68
2025-02-27,45.51,2513.7
2025-02-28,43.29,2434.9
2025-03-01,43.95,2496.41
2025-03-02,47.1,2668.91
2025-03-03,43.59,2439.09
2025-03-04,42.18,2430.36
2025-03-05,41.89,2070.65
2025-03-06,46.21,2609.88
2025-03-07,42.44,2449.27
2025-03-08,48.51,2725.8
2025-03-09,40.84,2019.99
2025-03-10,48.39,2714.17
2025-03-11,45.42,2566.68
2025-03-12,44.81,2521.83
2025-03-13,43.91,2482.57
2025-03-14,45.8,2669.85
2025-03-15,44.92,2574.28
2025-03-16,47.21,2645.56
2025-03-17,45.23,2596.27
2025-03-18,45.3,2548.34
2025-03-19,44.27,2572.3
2025-03-20,44.89,2562.79
2025-03-21,45.62,2575.42
2025-03-22,41.58,2101.37
2025-03-23,42.3,2336.64
2025-03-24,46.49,2567.99
2025-03-25,35.45,2507.39
2025-03-26,44.63,2538.75
2025-03-27,45.04,2638.47
2025-03-28,45.7,2696.32
2025-03-29,43.92,2527.93
2025-03-30,43.44,2497.21
2025-03-31,45.39,2479.53
2025-04-01,41.7,2058.04
2025-04-02,44.48,2484.45
2025-04-03,40.26,1981.71
2025-04-04,45.72,2577.52
2025-04-05,44.61,2506.67
2025-04-06,44.17,2409.65
2025-04-07,45.63,2618.68
2025-04-08,46.99,2595.92
2025-04-09,45.69,2596.41
2025-04-10,39.98,2102.63
2025-04-11,41.1,2009.09
2025-04-12,42.41,2294.02
2025-04-13,43.71,2471.32
2025-04-14,44.7,2589.83
2025-04-15,42.21,2508.36
2025-04-16,35.45,2440.21
2025-04-17,42.15,2432.31
2025-04-18,42.44,2398.6
2025-04-19,40.85,2037.05
2025-04-20,41.81,2222.91
2025-04-21,40.96,1972.7
2025-04-22,41.71,2098.11
2025-04-23,45.77,2611.76
2025-04-24,41.76,2142.36
2025-04-25,48.93,2751.15
2025-04-26,44.65,2547.75
2025-04-27,44.03,2481.91
2025-04-28,41.94,2110.63
2025-04-29,45.06,2535.88
2025-04-30,42.51,2456.53
2025-05-01,40.24,1993.72
2025-05-02,45.12,2574.86
2025-05-03,39.81,1988.93
2025-05-04,42.3,2471.23
2025-05-05,38.59,1927.11
2025-05-06,39.93,1907.85
2025-05-07,43.54,2540.18
2025-05-08,38.75,1892.02
2025-05-09,43.62,2448.56
2025-05-10,41.42,2040.99
2025-05-11,38.88,2012.48
2025-05-12,41.26,1956.46
2025-05-13,41.95,2254.14
2025-05-14,35.45,2114.98
2025-05-15,36.86,1854.14
2025-05-16,38.55,1924.54
2025-05-17,39.5,1989.53
2025-05-18,39.85,2018.61
2025-05-19,41.24,2094.33
2025-05-20,35.45,2045.55
2025-05-21,37.33,1870.94
2025-05-22,40.76,2028.15
2025-05-23,41.22,2053.49
2025-05-24,41.12,2046.23
2025-05-25,42.16,2464.77
2025-05-26,41.67,2113.07
2025-05-27,35.45,1898.9
2025-05-28,39.86,2025.78
2025-05-29,36.68,1843.64
2025-05-30,40.86,2042.03
2025-05-31,40.42,2001.34
2025-06-01,35.54,1833.36
2025-06-02,32.45,1669.7
2025-06-03,32.84,1603.25
2025-06-04,37.11,1875.67
2025-06-05,34.92,1697.46
2025-06-06,36.36,1749.17
2025-06-07,35.06,1721.5
2025-06-08,35.06,1796.1
2025-06-09,36.88,1891.48
2025-06-10,33.97,1724.05
2025-06-11,35.19,1795.87
2025-06-12,34.08,1729.58
2025-06-13,34.13,1674.48
2025-06-14,34.38,1740.68
2025-06-15,35.44,1812.23
2025-06-16,34.04,1739.84
2025-06-17,37.51,1935.02
2025-06-18,33.21,1695.95
2025-06-19,35.45,1748.89
2025-06-20,35.45,1759.53
2025-06-21,37.89,1893.37
2025-06-22,35.39,1725.56
2025-06-23,37.06,1845.03
2025-06-24,32.03,1564.2
2025-06-25,35.53,1742.95
2025-06-26,36.78,1831.74
2025-06-27,35.45,1718.61
2025-06-28,37.13,1841.15
2025-06-29,33.97,1603.59
2025-06-30,37.82,1901.6
2025-07-01,34.6,1729.95
2025-07-02,29.27,1422.86
2025-07-03,29.11,1488.41
2025-07-04,32.91,1692.22
2025-07-05,33.16,1577.58
2025-07-06,28.95,1409.58
2025-07-07,29.16,1419.52
2025-07-08,29.44,1424.83
2025-07-09,27.31,1407.03
2025-07-10,28.16,1398.44
2025-07-11,27.99,1386.36
2025-07-12,28.46,1323.03
2025-07-13,29.93,1528.3
2025-07-14,30.47,1461.46
2025-07-15,33.1,1658.05
2025-07-16,28.0,1414.03
2025-07-17,31.97,1666.47
2025-07-18,29.57,1413.16
2025-07-19,29.9,1344.08
2025-07-20,31.35,1576.67
2025-07-21,27.75,1477.75
2025-07-22,30.76,1600.19
2025-07-23,30.33,1527.13
2025-07-24,30.98,1524.66
2025-07-25,30.58,1569.27
2025-07-26,34.91,1696.85
2025-07-27,28.72,1460.04
2025-07-28,28.94,1472.17
2025-07-29,28.75,1490.7
2025-07-30,28.89,1582.44
2025-07-31,28.73,1455.88
2025-08-01,28.72,1410.44
2025-08-02,29.18,1457.76
2025-08-03,25.2,1171.46
2025-08-04,24.68,1199.02
2025-08-05,27.28,1343.66
2025-08-06,35.45,1235.56
2025-08-07,27.61,1387.9
2025-08-08,26.75,1296.16
2025-08-09,23.31,1221.46
2025-08-10,29.43,1471.75
2025-08-11,29.93,1496.11
2025-08-12,25.11,1239.31
2025-08-13,25.56,1285.98
2025-08-14,26.91,1386.83
2025-08-15,27.01,1307.08
2025-08-16,27.66,1349.94
2025-08-17,30.36,1502.82
2025-08-18,25.99,1232.0
2025-08-19,24.74,1196.19
